Movie;MMAstring2;idimdb;Writers;Runtime;Filming_locations;Poster 1;Plot_simple;Actors;Directors;IMDBurl;Genres;Rating;Year;Distributor;Gross;Release
Antwone Fisher;;tt0168786;Antwone Fisher;120 min,117 min;Cabrillo National Monument, Point Loma, San Diego, California, USA;http://imdb-poster.b0.upaiyun.com/000/168/786.jpg!cover?_upt=f3a7cf711383794725;Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.;Derek Luke,Malcolm David Kelley,Cory Hodges,Denzel Washington,Joy Bryant,Salli Richardson-Whitfield,Leonard Earl Howze,Kente Scott,Kevin Connolly,Rainoldo Gooding,Novella Nelson,Stephen Snedden,Leo Nepomuceno,Sung Kang,Cordell Stokes;Denzel Washington;http://www.imdb.com/title/tt0168786/;Biography,Drama,Romance;7.1;2003;;15695;05-29-2003
Reines d'un jour;;tt269771;Nathalie Kristy,Marion Vernoux;96 min;Paris, France;http://imdb-poster.b0.upaiyun.com/000/269/771.jpg!cover?_upt=2d5eca4f1383794726;;Karin Viard,Hélène Fillières,Victor Lanoux,Jane Birkin,Sergi López,Clémentine Célarié,Gilbert Melki,Melvil Poupaud,Jonathan Zaccaï,Valérie Benguigui,Marie-Sophie L.,Philippe Harel,Evelyne Buyle,Atmen Kelif,Joseph Malerba;Marion Vernoux;http://www.imdb.com/title/tt0269771/;Comedy,Drama;6.6;2003;;14728;05-29-2003
Empire;;tt0262396;Franc. Reyes;90 min;Miami, Florida, USA;http://imdb-poster.b0.upaiyun.com/000/262/396.jpg!cover?_upt=1fa064231383794726;A successful South Bronx drug dealer turns his back on his roots and gives money to a Wall Street broker to invest for him.;John Leguizamo,Peter Sarsgaard,Denise Richards,Vincent Laresca,Isabella Rossellini,Sonia Braga,Delilah Cotto,Nestor Serrano,Anthony 'Treach' Criss,Rafael Báez,Fat Joe,Carlos Leon,Felix Solis,Omar Pastran,Rob B. Campbell;Franc. Reyes;http://www.imdb.com/title/tt0262396/;Crime,Drama,Thriller;5.9;2003;;13346;04-10-2003
Salomé;;tt96029;Oscar Wilde,Vivian Russell;89 min;Cannon Elstree Studios, Borehamwood, Hertfordshire, England, UK;http://imdb-poster.b0.upaiyun.com/000/096/029.jpg!cover?_upt=eddb97a21383794727;"Late on Guy Fawkes Day, 1892, Oscar Wilde arrives at a high-class brothel where a surprise awaits: a staging of his play ""Salome,"" with parts played by prostitutes, Wilde's host, his lover ...";Glenda Jackson,Stratford Johns,Nickolas Grace,Douglas Hodge,Imogen Millais-Scott,Denis Lill,Russell Lee Nash,Ken Russell,David Doyle,Warren Saire,Kenny Ireland,Michael Van Wijk,Paul Clayton,Imogen Claire,Tim Potter;Ken Russell;http://www.imdb.com/title/tt0096029/;Biography,Comedy,Drama;6.2;2003;;13152;04-11-2003
Cradle Will Rock;;tt0150216;Tim Robbins;132 min;New York City, New York, USA;http://imdb-poster.b0.upaiyun.com/000/150/216.jpg!cover?_upt=e215ce791383794728;A true story of politics and art in the 1930s USA, centered around a leftist musical drama and attempts to stop its production.;Hank Azaria,Rubén Blades,Joan Cusack,John Cusack,Cary Elwes,Philip Baker Hall,Cherry Jones,Angus Macfadyen,Bill Murray,Vanessa Redgrave,Susan Sarandon,Jamey Sheridan,John Turturro,Emily Watson,Bob Balaban;Tim Robbins;http://www.imdb.com/title/tt0150216/;Drama;6.7;2003;;13002;01-31-2003
It Runs in the Family;;tt0311110;Jesse Wigutow;109 min;Kinnelon, New Jersey, USA;http://imdb-poster.b0.upaiyun.com/000/311/110.jpg!cover?_upt=034d42031383794728;This is the story of a dysfunctional New York family, and their attempts to reconcile.;Michael Douglas,Kirk Douglas,Rory Culkin,Cameron Douglas,Diana Douglas,Michelle Monaghan,Geoffrey Arend,Sarita Choudhury,Irene Gorovaia,Annie Golden,Mark Hammer,Audra McDonald,Josh Pais,Bernadette Peters,Louie Torrellas;Fred Schepisi;http://www.imdb.com/title/tt0311110/;Comedy,Drama,Romance;5.5;2003;;12985;06-12-2003
Amar te duele;;tt0318292;Carolina Rivera;104 min;;http://imdb-poster.b0.upaiyun.com/000/318/292.jpg!cover?_upt=892f19e01383794729;Renata is a young high-class girl and Ulises is a poor guy. They both fall in love, but they must fight against everyone, specially Renata's rich parents, who want to stop their love by ...;Luis Fernando Peña,Martha Higareda,Ximena Sariñana,Karla Alvarado,Patricia Bernal,Andrea Damián,Pedro Damián,Julio Escalero,Zaide Silvia Gutiérrez,Armando Hernández,Alfonso Herrera,Cristian Magaloni,Eligio Meléndez,José María de Tavira,Daniela Torres;Fernando Sariñana;http://www.imdb.com/title/tt0318292/;Drama,Romance;6.5;2003;;12123;08-28-2003
The Dancer Upstairs;;tt0118926;Nicholas Shakespeare;132 min;Ecuador;http://imdb-poster.b0.upaiyun.com/000/118/926.jpg!cover?_upt=78f5eca31383794729;A police detective in a South American country is dedicated to hunting down a revolutionary guerilla leader.;Javier Bardem,Juan Diego Botto,Laura Morante,Elvira Mínguez,Alexandra Lencastre,Oliver Cotton,Luís Miguel Cintra,Javier Manrique,Abel Folk,Marie-Anne Berganza,Lucas Rodríguez,Xabier Elorriaga,Natalia Dicenta,Wolframio Sinué,Ramiro Jiménez;John Malkovich;http://www.imdb.com/title/tt0118926/;Drama,Thriller,Crime;6.8;2003;;11644;08-21-2003
The Musketeer;;tt0246544;Alexandre Dumas père,Gene Quintano;104 min;Midi-Pyrénées, France;http://imdb-poster.b0.upaiyun.com/000/246/544.jpg!cover?_upt=3c16c1151383794730;Alexander Dumas' novel is updated with an eastern influence as D'Artagnan attempts to join the king's elite guards, the Royal Musketeers, and find the man who killed his parents.;Catherine Deneuve,Mena Suvari,Stephen Rea,Tim Roth,Justin Chambers,Bill Treacher,Daniel Mesguich,David Schofield,Nick Moran,Steve Speirs,Jan-Gregor Kremp,Jeremy Clyde,Michael Byrne,Jean-Pierre Castaldi,Tsilla Chelton;Peter Hyams;http://www.imdb.com/title/tt0246544/;Action,Drama,Adventure,Romance;4.6;2003;;10510;11-20-2003
101 Reykjavik;;tt237993;Hallgrímur Helgason,Baltasar Kormákur;88 min;;http://imdb-poster.b0.upaiyun.com/000/237/993.jpg!cover?_upt=90b287b81383794730;Thirty-year-old Hlynur still lives with his mother and spends his days drinking, watching porn and surfing the net while living off unemployment checks. A girl is interested in him, but he ...;Victoria Abril,Hilmir Snær Guðnason,Hanna María Karlsdóttir,Þrúður Vilhjálmsdóttir,Baltasar Kormákur,Ólafur Darri Ólafsson,Þröstur Leó Gunnarsson,Eyvindur Erlendsson,Halldóra Björnsdóttir,Hilmar Jonsson,Jóhann Sigurðarson,Edda Heidrún Backman,Gudmundur Thorvaldsson,Gunnar Eyjólfsson,Jónína Ólafsdóttir;Baltasar Kormákur;http://www.imdb.com/title/tt0237993/;Comedy,Romance;6.8;2003;;10335;02-14-2003
Welcome to Collinwood;;tt0271259;Anthony Russo,Joe Russo;86 min;Cleveland, Ohio, USA;http://imdb-poster.b0.upaiyun.com/000/271/259.jpg!cover?_upt=fb4d89aa1383794732;When petty thief Cosimo is given the plan for the perfect heist from a lifer in prison - the kind of job you dream about - he has to get out of jail, fast. But with Cosimo stuck in the ...;William H. Macy,Isaiah Washington,Sam Rockwell,Michael Jeter,Luis Guzmán,John Buck Jr.,Patricia Clarkson,Andy Davoli,Brett C. Leonard,Frank O'Donnell,Peter Veneziano,Bernard Canepari,Art Oughton,Ray Calabrese,George Clooney;Anthony Russo,Joe Russo;http://www.imdb.com/title/tt0271259/;Comedy,Crime;6.2;2003;;10193;06-05-2003
Le Fate ignoranti;;tt274497;Gianni Romoli,Ferzan Ozpetek;106 min,110 min;Rome, Lazio, Italy;http://imdb-poster.b0.upaiyun.com/000/274/497.jpg!cover?_upt=81d50f5d1383794732;AIDS doctor Antonia's husband is killed by a car. She gets depressed until she learns he had been cheating on her with a man. Following her newly born curiosity for life, she goes to see ...;Margherita Buy,Stefano Accorsi,Serra Yilmaz,Gabriel Garko,Erika Blanc,Andrea Renzi,Koray Candemir,Lucrezia Valia,Filippo Nigro,Ivan Bacchi,Maurizio Romoli,Carmine Recano,Luca Calvani,Rosaria De Cicco,Edilberta Caviteno Bahia;Ferzan Ozpetek;http://www.imdb.com/title/tt0274497/;Drama,Romance;7.2;2003;;10102;08-14-2003
Irma Vep;;tt0116650;Olivier Assayas;99 min;;http://imdb-poster.b0.upaiyun.com/000/116/650.jpg!cover?_upt=40a623831383794734;"A Chinese movie actress, in France to star in a remake of ""Les Vampires"", finds petty intrigues and clashing egos on the set.";Maggie Cheung,Jean-Pierre Léaud,Nathalie Richard,Antoine Basler,Nathalie Boutefeu,Alex Descas,Dominique Faysse,Arsinée Khanjian,Bernard Nissile,Olivier Torres,Bulle Ogier,Lou Castel,Jacques Fieschi,Estelle Larrivaz,Balthazar Clémenti;Olivier Assayas;http://www.imdb.com/title/tt0116650/;Comedy,Drama;6.8;2003;;9730;07-31-2003
En construcción;;;;;;;;;;;;;2003;;8465;05-29-2003
La Hija del caníbal (Lucia, Lucia);;;;;;;;;;;;;2003;;8398;05-22-2003
Bend It Like Beckham;;tt0286499;Gurinder Chadha,Guljit Bindra;112 min;Bara Hall Park, Hayes, Middlesex, England, UK;http://imdb-poster.b0.upaiyun.com/000/286/499.jpg!cover?_upt=d626045f1383794734;The daughter of orthodox Sikh rebels against her parents' traditionalism by running off to Germany with a football team (soccer in America).;Parminder Nagra,Keira Knightley,Jonathan Rhys Meyers,Anupam Kher,Archie Panjabi,Shaznay Lewis,Frank Harper,Juliet Stevenson,Shaheen Khan,Ameet Chana,Pooja Shah,Paven Virk,Preeya Kalidas,Trey Farley,Saraj Chaudhry;Gurinder Chadha;http://www.imdb.com/title/tt0286499/;Comedy,Drama,Romance,Sport;6.7;2003;;7868;11-27-2003
À l'attaque!;;;;;;;;;;;;;2003;;7597;01-03-2003
El Juego de la silla;;tt322884;Ana Katz;93 min;Buenos Aires, Federal District, Argentina;;;Raquel Bank,Diego De Paula,Verónica Moreno,Luciana Lifschitz,Ana Katz,Nicolás Tacconi,Daniel Valenzuela,Marcos Montes,Zulma Buyutti,Luis Mango;Ana Katz;http://www.imdb.com/title/tt0322884/;Comedy;7.2;2003;;7357;08-07-2003
Together;;tt0203166;Lukas Moodysson;106 min;Trollhättan, Västra Götalands län, Sweden;http://imdb-poster.b0.upaiyun.com/000/203/166.jpg!cover?_upt=ac0aa0721383794737;Elisabeth leaves her abusive and drunken husband Rolf, she packs her bags, takes the kids and goes to her brother Göran. The year is 1975 and Göran lives in a commune called Together. ...;Lisa Lindgren,Michael Nyqvist,Emma Samuelsson,Sam Kessel,Gustaf Hammarsten,Anja Lundkvist,Jessica Liedberg,Ola Rapace,Axel Zuber,Shanti Roney,Olle Sarri,Cecilia Frode,Lars Frode,Emil Moodysson,Henrik Lundström;Lukas Moodysson;http://www.imdb.com/title/tt0203166/;Comedy,Drama,Romance;7.3;2003;;5293;11-20-2003
The Matrix Reloaded;;tt0234215;Andy Wachowski,Lana Wachowski;138 min;16th Street, Oakland, California, USA;http://imdb-poster.b0.upaiyun.com/000/234/215.jpg!cover?_upt=df94dea31383794738;Neo and the rebel leaders estimate that they have 72 hours until 250,000 probes discover Zion and destroy it and its inhabitants. During this, Neo must decide how he can save Trinity from a dark fate in his dreams.;Ray Anthony,Christine Anu,Andy Arness,Alima Ashton-Sheibu,Helmut Bakaitis,Steve Bastoni,Don Battee,Monica Bellucci,Daniel Bernhardt,Valerie Berry,Ian Bliss,Liliana Bogatko,Michael Budd,Stoney Burke,Kelly Butler;Andy Wachowski,Lana Wachowski;http://www.imdb.com/title/tt0234215/;Action,Sci-Fi;7.1;2003;;3940157;05-22-2003
Finding Nemo;;tt0266543;Andrew Stanton;100 min;;http://imdb-poster.b0.upaiyun.com/000/266/543.jpg!cover?_upt=e1d0f14f1383794741;After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.;Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,Brad Garrett,Allison Janney,Austin Pendleton,Stephen Root,Vicki Lewis,Joe Ranft,Geoffrey Rush,Andrew Stanton,Elizabeth Perkins,Nicholas Bird,Bob Peterson;Andrew Stanton,Lee Unkrich;http://www.imdb.com/title/tt0266543/;Animation,Adventure,Comedy,Family;8.1;2003;;3762513;07-03-2003
The Lord of the Rings: The Two Towers;;tt0167261;J.R.R. Tolkien,Fran Walsh;179 min,223 min (special extended edition),235 min (extended edition);Camperdown Studios, Camperdown Road, Miramar, Wellington, New Zealand;http://imdb-poster.b0.upaiyun.com/000/167/261.jpg!cover?_upt=a60090541383794746;While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.;Bruce Allpress,Sean Astin,John Bach,Sala Baker,Cate Blanchett,Orlando Bloom,Billy Boyd,Jed Brophy,Sam Comery,Brad Dourif,Calum Gittins,Bernard Hill,Bruce Hopkins,Paris Howe Strewe,Christopher Lee;Peter Jackson;http://www.imdb.com/title/tt0167261/;Action,Adventure,Fantasy;8.7;2003;;2757326;01-02-2003
Bruce Almighty;;tt0315327;Steve Koren,Mark O'Keefe;101 min;New York City, New York, USA;http://imdb-poster.b0.upaiyun.com/000/315/327.jpg!cover?_upt=d42610b51383794748;A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.;Jim Carrey,Morgan Freeman,Jennifer Aniston,Philip Baker Hall,Catherine Bell,Lisa Ann Walter,Steve Carell,Nora Dunn,Eddie Jemison,Paul Satterfield,Mark Kiely,Sally Kirkland,Tony Bennett,Timothy Di Pri,Brian Tahash;Tom Shadyac;http://www.imdb.com/title/tt0315327/;Comedy,Drama,Fantasy;6.6;2003;;2682332;08-14-2003
Pirates of the Caribbean: The Curse of the Black Pearl;;tt0325980;Ted Elliott,Terry Rossio;143 min;Bequia, St Vincent and the Grenadines;http://imdb-poster.b0.upaiyun.com/000/325/980.jpg!cover?_upt=70689b1e1383794750;"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.";Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,Jack Davenport,Jonathan Pryce,Lee Arenberg,Mackenzie Crook,Damian O'Hare,Giles New,Angus Barnett,David Bailie,Michael Berry Jr.,Isaac C. Singleton Jr.,Kevin McNally;Gore Verbinski;http://www.imdb.com/title/tt0325980/;Action,Adventure,Fantasy;8;2003;;2659016;07-17-2003
Terminator 3: Rise of the Machines;;tt0181852;James Cameron,Gale Anne Hurd;109 min;Santa Clarita, California, USA;http://imdb-poster.b0.upaiyun.com/000/181/852.jpg!cover?_upt=cd585c7b1383794753;A robotic warrior from a post-apocalyptic future travels back in time to protect a 20-year old drifter and his future wife from an most advanced robotic assassin and to ensure they both survive a nuclear attack.;Arnold Schwarzenegger,Nick Stahl,Claire Danes,Kristanna Loken,David Andrews,Mark Famiglietti,Earl Boen,Moira Sinise,Chopper Bernet,Christopher Lawford,Carolyn Hennesy,Jay Acovone,M.C. Gainey,Susan Merson,Elizabeth Morehead;Jonathan Mostow;http://www.imdb.com/title/tt0181852/;Action,Sci-Fi,Thriller;6.4;2003;;2559512;07-10-2003
The Matrix Revolutions;;tt0242653;Andy Wachowski,Lana Wachowski;129 min;Alameda, California, USA;http://imdb-poster.b0.upaiyun.com/000/242/653.jpg!cover?_upt=fe1a42bc1383794755;The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.;Mary Alice,Tanveer K. Atwal,Helmut Bakaitis,Kate Beahan,Francine Bell,Monica Bellucci,Rachel Blackman,Henry Blasingame,Ian Bliss,David Bowers,Zeke Castelli,Collin Chou,Essie Davis,Laurence Fishburne,Nona Gaye;Andy Wachowski,Lana Wachowski;http://www.imdb.com/title/tt0242653/;Action,Adventure,Sci-Fi;6.6;2003;;1828573;11-06-2003
X2: X-Men United;;tt0594963;;;;;;;;;;;2003;;1713486;05-01-2003
Vivir intentando;;tt0346571;Carolina Hughes,Alejandro Sapognikoff;95 min;Buenos Aires, Federal District, Argentina;;Cinco amigas es una película acerca de la amistad de cinco amigas diferentes. En el comienzo, las chicas tienen vidas separadas...;María Elizabeth Vera,Lourdes Cecilia Fernández,Valeria Gastaldi,Virginia Da Cunha,Ivonne Guzmán,Gino Renni,Gabriel Zuccarini,Valeria Britos,Silvia Geijo,Coco Sily,Toti Ciliberto,Daniela Brignola,Mirta Wons,Silvina Bosco,Daniel Valenzuela;Tomás Yankelevich;http://www.imdb.com/title/tt0346571/;Family,Musical;4.9;2003;;1660675;06-19-2003
Mystic River;;tt0327056;Brian Helgeland,Dennis Lehane;138 min;Bear dens, Long Crouch Woods, Franklin Park, Boston, Massachusetts, USA;http://imdb-poster.b0.upaiyun.com/000/327/056.jpg!cover?_upt=514a90d61383794757;With a childhood tragedy that overshadowed their lives, three men are reunited by circumstance when one loses a daughter.;Sean Penn,Tim Robbins,Kevin Bacon,Laurence Fishburne,Marcia Gay Harden,Laura Linney,Kevin Chapman,Tom Guiry,Emmy Rossum,Spencer Treat Clark,Andrew Mackin,Adam Nelson,Robert Wahlberg,Jenny O'Hara,John Doman;Clint Eastwood;http://www.imdb.com/title/tt0327056/;Crime,Drama,Mystery,Thriller;8;2003;;1562289;11-27-2003
Brother Bear;;tt0328880;Tab Murphy,Lorne Cameron;85 min;Disney's Hollywood Studios, Walt Disney World, Lake Buena Vista, Florida, USA;http://imdb-poster.b0.upaiyun.com/000/328/880.jpg!cover?_upt=2ba12b881383794758;When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.;Joaquin Phoenix,Jeremy Suarez,Jason Raize,Rick Moranis,Dave Thomas,D.B. Sweeney,Joan Copeland,Michael Clarke Duncan,Harold Gould,Paul Christie,Danny Mastrogiorgio,Estelle Harris,Greg Proops,Pauley Perrette,Darko Cesar;Aaron Blaise,Robert Walker;http://www.imdb.com/title/tt0328880/;Animation,Adventure,Family,Fantasy;6.6;2003;;1519309;12-04-2003
Hulk;;tt0286716;Stan Lee,Jack Kirby;138 min;Universal City, California, USA;http://imdb-poster.b0.upaiyun.com/000/286/716.jpg!cover?_upt=5b5932a31383794759;Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.;Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas,Nick Nolte,Paul Kersey,Cara Buono,Todd Tesen,Kevin Rankin,Celia Weston,Mike Erwin,Lou Ferrigno,Stan Lee,Regi Davis,Craig Damon;Ang Lee;http://www.imdb.com/title/tt0286716/;Action,Sci-Fi;5.7;2003;;1279461;06-26-2003
El Día que me amen;;;;;;;;;;;;;2003;;1063419;06-12-2003
Chicago;;tt0299658;Bill Condon,Bob Fosse;113 min;Chicago, Illinois, USA;http://imdb-poster.b0.upaiyun.com/000/299/658.jpg!cover?_upt=29205bc01383794761;Murderesses Velma Kelly (a chanteuse and tease who killed her husband and sister after finding them in bed together) and Roxie Hart (who killed her boyfriend when she discovered he wasn't going to make her a star) find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.;Taye Diggs,Cliff Saunders,Catherine Zeta-Jones,Renée Zellweger,Dominic West,Jayne Eastwood,Bruce Beaton,Roman Podhora,John C. Reilly,Colm Feore,Robert Smith,Sean Wayne Doyle,Steve Behal,Robbie Rox,Chita Rivera;Rob Marshall;http://www.imdb.com/title/tt0299658/;Comedy,Crime,Musical;7.1;2003;;1029924;03-07-2003
Die Another Day;;tt0246460;Ian Fleming,Neal Purvis;133 min;Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK;http://imdb-poster.b0.upaiyun.com/000/246/460.jpg!cover?_upt=7e1561241383794761;James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul who is funding the development of an international space weapon.;Pierce Brosnan,Halle Berry,Toby Stephens,Rosamund Pike,Rick Yune,Judi Dench,John Cleese,Michael Madsen,Will Yun Lee,Kenneth Tsang,Emilio Echevarría,Mikhail Gorevoy,Lawrence Makoare,Colin Salmon,Samantha Bond;Lee Tamahori;http://www.imdb.com/title/tt0246460/;Action,Adventure,Crime,Thriller;6;2003;;930097;01-17-2003
